Word,Average Proportion (Comedy),Average Proportion (Thriller)
carpet,1.2548527144874302e-05,1.117528711996962e-05
circu,1.917333551983471e-05,1.2602330482870464e-05
sebastian,1.494963873547949e-06,2.2139415440476795e-05
cmere,1.674384742572331e-05,8.501814760216455e-06
irish,1.1158640051729323e-05,1.0980158430948295e-05
robert,5.485086479991253e-05,5.529665067310611e-05
fork,3.106450823134737e-05,8.911370443191984e-06
lazi,1.0495151522087046e-05,8.930347948203798e-06
flare,4.169732518074436e-06,2.2205197743225316e-05
bobo,6.664692849265414e-06,1.726804510713671e-05
guess,0.0007188649060306684,0.0006347213532505414
hippi,8.393108024558646e-06,1.5112191734430572e-05
the,0.031195587375147257,0.034469971508635525
specif,2.520481236668798e-05,3.421382657195108e-05
offici,0.00014997672824885246,4.549978038843421e-05
god,0.0010035093150349529,0.0007938612366818511
exhibit,1.4644464562265414e-05,2.8500425674401877e-05
madam,0.00010346015463193082,1.766860563558101e-05
privileg,2.181145564297877e-05,1.2353508969305485e-05
scrambl,6.937680757184817e-06,9.303715811651898e-06
con,2.9624829472352643e-05,2.4803882812725086e-05
handi,6.115781805323307e-06,1.643038161388186e-05
rifl,6.730589944357646e-06,1.5613161139518583e-05
peep,1.0320922604250389e-05,8.788739597504642e-06
moron,3.208106267913985e-05,1.5217582665220253e-05
resent,7.145781018751514e-06,9.034280076094936e-06
lai,7.282964997162427e-05,8.20394019453867e-05
scotch,1.9926432697784597e-05,2.1369124261643464e-05
brenner,0.0,1.2424326398938396e-05
lake,4.995015988857069e-05,5.14231049590561e-05
therel,3.318921841284491e-05,1.4381417163541771e-05
gordo,0.0,1.2278741581163713e-05
everett,5.5380442064072185e-05,0.0
neural,0.0,1.2994866919787763e-05
madison,1.37779745152203e-05,2.0306395940875526e-05
realiz,0.00016950634954055713,0.0001255474007734013
georg,0.00010400546145646163,5.602204432480043e-05
skate,1.1288572855942105e-05,3.693913890359494e-06
drink,0.0003496079397389297,0.00030123369397871475
goddam,1.4883820798366918e-05,2.065664143926329e-05
anyhow,2.404326155555452e-05,1.9409407931916887e-05
jew,1.6664865785985715e-05,3.4635128821440937e-06
popul,4.78779683255188e-06,1.66236428941924e-05
freedom,2.9928420541949834e-05,2.6040933884318565e-05
togeth,0.0003666317163399459,0.0003700486820460325
attempt,3.378711072957803e-05,3.492420812190235e-05
adel,6.8887830697699245e-06,2.8408496233631223e-05
coat,4.945964637107407e-05,3.797906865571183e-05
mob,1.4991370032544312e-05,2.8401906832656965e-05
higher,2.348127303187519e-05,3.419408297601184e-05
cowboi,1.0111396319984211e-05,5.5414518687327845e-05
heel,1.829812472294608e-05,1.3007867891067088e-05
inconveni,7.910480611350878e-06,8.275179967136057e-06
respond,2.5564273174287574e-05,3.171134662575738e-05
patch,1.1520636067475188e-05,2.310727204474346e-05
mostli,4.60852056067346e-05,4.847008953769452e-05
fan,6.443039445845015e-05,3.78065929118217e-05
highwai,2.3149768595801504e-05,2.458248065928795e-05
reason,0.0002441421370823373,0.0003252905426836312
soon,0.0002632954318751411,0.00027053916545587804
helpless,1.3139342710895874e-05,9.300311177407173e-06
then,0.0017867324838160283,0.002082903817907361
cobb,1.4573194842642857e-05,1.1890444838527426e-05
weird,0.00014377828860270503,0.00011403548800740847
parker,2.05082362727376e-05,3.0176869017356116e-05
seen,0.0004172384605140316,0.0004595005272197393
happier,1.0857195264216542e-05,1.504677549243713e-05
roast,1.372225902794737e-05,1.1117978051774282e-05
tip,6.326761139325773e-05,6.310281651713925e-05
legend,1.2200146373634588e-05,1.7038341701015805e-05
behavior,3.3533185589313536e-05,3.609548384505485e-05
secur,5.825273034542778e-05,0.00021253613852106627
tatum,0.0,1.3194302540509283e-05
especi,6.587410162000522e-05,5.1428509844366035e-05
jeez,3.605326309101805e-05,2.1318019099029112e-05
your,0.012042923186320506,0.011329646254135997
dispatch,1.1917573296052631e-06,1.616513055959302e-05
heart,0.00027083970978589617,0.00022666881896116794
test,9.000591047550734e-05,0.00015916957862010842
webster,6.721249557664361e-05,1.9453247038725737e-06
categori,6.80093155393985e-06,1.0309228722868354e-05
chicken,6.878908385884961e-05,5.0109994344337335e-05
alibi,1.391435380076316e-05,9.364043099416035e-06
wouldn,6.0307134428030075e-06,8.247490435687764e-06
hyster,2.2189893817068252e-05,1.2444511100326178e-05
mankind,7.76403015694812e-06,7.716230591897045e-06
north,4.968036036827519e-05,6.970532256528779e-05
kiss,0.00020926914013851182,0.00010338830277678398
mighti,2.5937365099388723e-05,1.279031447507215e-05
levi,5.572779209666166e-06,7.906871032712236e-06
fond,9.385694761741935e-06,8.918145185276794e-06
rain,6.66393371882034e-05,4.654247444859831e-05
obsess,3.287007997486615e-05,4.1837452996403795e-05
michael,5.004349051199624e-05,0.0001396468452891076
corleon,1.3186245163939848e-06,2.076849766855401e-05
vision,1.9022718948454147e-05,3.5503321529066666e-05
edg,2.2429243723687826e-05,2.975963009835232e-05
command,0.00014337893401141841,0.00015061893045231943
nineti,3.35961975375099e-05,2.0517967064999623e-05
gin,9.460520389685727e-06,1.0505361505490294e-05
nix,1.2364408801969925e-06,2.957543991469367e-05
amus,1.646003612445828e-05,2.4232955055831645e-05
afterward,1.801948481859568e-05,2.019953876201286e-05
wanta,3.999029214487519e-05,5.926402504942616e-06
thorwald,0.0,2.229174460069536e-05
by,0.0012883788833983737,0.0013988366406143332
rag,2.3232887733848122e-05,1.5761705544666033e-05
jack,0.00024475273243769875,0.0001909461310468439
desert,3.7012870843740426e-05,5.3558180068225336e-05
maureen,3.0814741772458647e-06,1.842200847455907e-05
own,0.0004916973742444616,0.0006012290093589202
heck,3.5368909723850224e-05,1.8261935794366666e-05
walker,1.3186245163939848e-06,1.6059317161904643e-05
empti,4.751207006616067e-05,6.63070362457656e-05
grunemann,0.0,2.0311912858768776e-05
relief,1.4951657525622413e-05,1.123708488883882e-05
narrow,1.1583125828500501e-05,1.4031891121002532e-05
saavik,5.280054067753384e-06,3.9278299358609705e-05
seymour,2.286970594894361e-05,4.6410958086126585e-06
anonym,1.2369020210545353e-05,1.4965720735696617e-05
footag,1.4474256890518796e-05,1.1837601859852514e-05
territori,2.457307119118133e-05,2.531368645526245e-05
maniac,1.4787556267030076e-05,1.93606416328924e-05
envelop,1.737352175702403e-05,1.4240554555639664e-05
despis,8.296857185551733e-06,7.150168279124474e-06
definit,0.000113383963936369,8.46251985510903e-05
return,0.00010057415946372292,0.0001431891775695257
nobodi,0.000327712440817711,0.0003354251343837148
eventu,3.785643639468872e-05,3.005077410655443e-05
rita,1.4717483651556389e-05,1.216397140935443e-05
pepper,1.5618204429883095e-05,1.8977720121617958e-06
prep,2.8473236448240598e-06,1.3966586606276794e-05
stand,0.00032599398278735715,0.0003142256492952312
deepli,1.3945038098084964e-05,7.872059765836288e-06
park,0.00011516547823352014,0.0001147758970729616
aunt,4.428113896585636e-05,3.6760887668643885e-05
youth,2.1703488695809147e-05,9.331747188075105e-06
water,0.00015589751352636588,0.00025174273388348903
els,0.0005286244047805721,0.0006913677615186675
starl,0.0,4.7718944378097044e-05
allei,1.329703046761865e-05,2.3925211189512234e-05
snow,3.322600145631127e-05,2.4726743457346837e-05
pope,1.9617839850975313e-05,2.3837437811061e-06
wax,7.121492582099248e-06,1.7271018564224052e-05
object,2.5813497702764295e-05,5.866752237487848e-05
basic,4.955635969884611e-05,4.7808794884675524e-05
file,3.739089750518569e-05,0.00017540932357267764
dismiss,1.2762580634386467e-05,7.031765847092847e-06
much,0.001120212579676449,0.0011114138166393765
sometim,0.0002776206572131239,0.00031647631712633376
warrant,9.707629059009148e-06,7.311529590846286e-05
drama,1.4095700993e-05,5.8934234461721526e-06
android,2.4428546104270675e-06,1.303397983040886e-05
wast,7.563737726706841e-05,0.00010983749817873208
brick,3.3144622211609026e-06,1.9213107928435463e-05
restless,6.883206728030826e-06,1.1666508462538397e-05
unusu,3.703701016858032e-05,2.985338116161435e-05
orbit,3.1827225139496047e-06,1.7696276465278904e-05
headach,1.68796713395372e-05,2.7401130113344724e-05
ambul,3.260154457449624e-06,1.6108286176937554e-05
pier,9.283273837912418e-06,3.535964937535021e-06
talkin,3.7661174862841184e-05,5.060670174716813e-05
instal,6.322066146881589e-06,9.835425978608437e-06
toss,2.0082938993158617e-05,2.95368559308903e-05
pure,4.365238102787488e-05,4.07376715370768e-05
maxin,5.450256595120977e-05,1.025622091079325e-06
canadian,2.679973982157895e-05,5.931653608073839e-06
amount,1.9296306836636695e-05,3.2844228434734595e-05
shatter,8.220691145491459e-06,7.074799900353586e-06
spoke,2.7263662307880465e-05,3.912103193152784e-05
danc,0.00023896104294685825,0.00010674085298569028
ir,9.595552682830827e-06,4.157266897428885e-06
proven,1.277304465764737e-05,7.2299768327451485e-06
broke,9.728350516774738e-05,0.00011309444432981415
ninotchka,2.808577864895639e-05,0.0
lili,2.7272455790582705e-05,5.338963803704641e-06
dat,1.4312493819445113e-05,1.9319639572801688e-06
scum,1.1688093395665243e-05,9.612919352213097e-06
psychic,3.323684048104286e-05,2.026785351780211e-05
guest,8.193388531995588e-05,6.676123279315698e-05
architect,1.4607461881860901e-05,1.3515075952625738e-05
vancouv,1.0586872701323308e-06,7.732087917479325e-06
balconi,6.360146785190977e-06,5.646259699384158e-06
my,0.007578481021277841,0.006397339370445786
resist,3.3741807546732475e-05,2.2876406243445167e-05
juic,4.309435672077656e-05,2.5698763003918565e-05
reliabl,1.5502056861152236e-05,1.0302454594410989e-05
will,0.0020053869336489815,0.0020663352265013805
launch,1.6527977715496e-05,4.336748227593629e-05
tire,0.00019567848510235034,0.00018057419245444745
villag,3.1943040131915005e-05,3.3075815674367504e-05
ordel,0.0,1.4680848366188186e-05
broad,1.8880190147802257e-05,1.9087127318927426e-05
juri,1.7244543211963546e-05,4.05569612239152e-05
mccoi,1.0500283101781954e-05,2.3413891068219832e-05
italian,3.0041716327729795e-05,3.0422936918374444e-05
item,9.954934139566918e-06,1.37873268257789e-05
process,4.342199319092618e-05,3.895374156846287e-05
sake,9.618759202854788e-05,0.00010956958685439328
diseas,4.157737457772313e-05,3.6354376826257804e-05
kelli,4.902497495640602e-06,4.997543297515485e-05
contest,2.4289704326252507e-05,1.0081111511711393e-05
champagn,3.919347234470528e-05,1.3339208381143882e-05
cabinet,1.5279801876232333e-05,2.2109994258063082e-05
plead,3.3800203231284004e-06,1.333953049705696e-05
era,2.768305134355639e-06,1.1207641787010127e-05
sergeant,1.575686894795714e-05,5.11041870224443e-05
nervou,0.00012441057690063136,8.488161102570463e-05
imposs,5.729219377436626e-05,5.875918814613207e-05
cruel,1.8717651525885272e-05,1.3502533598496201e-05
claud,0.0,2.9632524381957805e-05
movi,0.0003190379706707885,0.00018262191186748907
cruis,1.0685770574942105e-05,1.0425648346981433e-05
daughter,0.0001344249980072233,0.00019590398837002868
premier,8.681838242127822e-06,6.0133336749839665e-06
law,0.0001107180947952693,0.00012379230651874266
intent,3.1775166961863016e-05,3.101899033582194e-05
liz,7.679198879345112e-06,1.000551441541097e-05
nake,5.3938135976458227e-05,1.7830457399031642e-05
petti,9.80020259034175e-06,1.109585548605066e-05
mirror,2.495478742283981e-05,6.163380814528695e-05
ha,0.0012395761887948286,0.0012400807137845614
each,0.0002840026261955315,0.0002525841428023869
never,0.0017880707855553895,0.00172058034432301
do,0.008949213083122853,0.008611259419627629
exact,3.130871823778761e-05,4.218827471008146e-05
rescu,2.0401809603016395e-05,4.024987355864515e-05
drivin,9.468325138496242e-07,1.274242235918737e-05
limit,3.1838036082704894e-05,4.0857028627846654e-05
ti,4.979728593993456e-05,4.0009776389416464e-05
manag,0.0001033203526028457,0.00013454492755334262
thirsti,1.024496109443158e-05,1.5571205287754027e-05
bargain,5.528615429142868e-06,1.94475277401861e-05
origin,4.1446863036487737e-05,5.2964643645094284e-05
acceler,1.4195337125157143e-05,9.958576652534598e-06
pilot,3.586887127873309e-05,4.932336254476079e-05
guid,2.8889812934668418e-05,2.2244036484628685e-05
mummi,3.871364492951128e-06,2.5869618141937978e-05
mad,0.0001245393670161984,0.00013182662658367425
frighten,3.883992084193352e-05,5.22797169893266e-05
factori,2.4976232674441935e-05,2.0458061889520885e-05
cotton,7.093116904289485e-06,2.722755283824641e-05
rape,5.4144528847008024e-05,3.988529803385655e-05
chef,1.1434021537403008e-05,5.735184363749789e-06
leg,0.00011786581695226706,0.00011029026461777347
calm,7.843282451829965e-05,8.04783559097768e-05
fail,4.99289282473006e-05,4.702990362809513e-05
interior,1.619431656496015e-05,1.987677315677664e-06
germ,4.963915618191479e-06,1.3061849253024894e-05
inch,1.4556089093504e-05,2.8014706346853166e-05
donald,1.0633142891357895e-05,1.1807466510656117e-05
smear,1.094877315020999e-05,8.891730492127445e-06
berserk,2.165878503425772e-05,6.123038731190294e-06
finest,1.7869053048019547e-05,1.3430036404375105e-05
hard,0.0004255974927861887,0.0003434351760207173
bourn,2.8351421540270674e-06,3.3904344413741355e-05
brilliant,4.849864006519599e-05,3.056531283744262e-05
solv,2.0319573744914083e-05,3.188438967489451e-05
fireman,1.0669608293159398e-05,1.074032954618903e-05
electr,2.8805140027862406e-05,3.870382015682026e-05
moment,0.0002079286241732798,0.00020543807227996243
wound,4.5311498442772774e-05,7.611378810178946e-05
begun,1.0522332334013533e-05,1.4037790963843882e-05
while,0.00033392732443016847,0.0003896980603435756
militari,1.9654926656024665e-05,5.766550224083124e-05
scoop,1.9971510923411278e-05,1.2729436253321096e-05
saw,0.0003872458473173463,0.0006996546848166156
machin,9.738094967929074e-05,0.000135233539176027
german,9.769450327803008e-06,2.4173949419908018e-05
enemi,7.82983312582254e-05,6.80573606764888e-05
creatur,8.370462435845862e-05,4.9820716802824264e-05
throat,3.413533177729041e-05,6.279023000301521e-05
stuf,1.2738550349008252e-05,1.441565822927049e-05
impli,1.5032979124607517e-05,1.7708699657963734e-05
burnt,1.683459924551353e-05,5.189958770643055e-06
mall,2.974184491879699e-05,1.3286753210847679e-05
navi,1.0584424527629451e-05,1.7331527024254855e-05
rude,2.707547576816204e-05,1.8871537096805486e-05
lean,1.6875983756396365e-05,2.1502474133945147e-05
bullet,5.377284543734644e-05,7.611745209459031e-05
sissi,1.989350655331504e-05,7.714869706881012e-06
dough,2.3079250466001343e-05,7.883985041670465e-06
reynold,7.893108073132458e-06,8.534492914733756e-06
promot,4.6191857992100875e-05,2.0536333383436283e-05
burn,0.00011357240633519722,0.00018347295857081098
rise,2.7622461558988472e-05,3.777959146365191e-05
guard,6.574926528243028e-05,0.00012472776452702425
deton,4.246648265002256e-06,1.7288214114818565e-05
gloriou,1.126327454672595e-05,5.791354427524473e-06
confidenti,8.730414106973683e-06,1.8509911426296653e-05
lost,0.0003043023458873809,0.0003111928834720936
desk,4.902394068026614e-05,4.633144545638059e-05
thin,2.9673286287046355e-05,2.6097497333276142e-05
superhero,3.845726896708572e-05,2.982854584862447e-06
wive,1.1942453056676515e-05,2.1361164686729532e-05
pooch,9.442166259548873e-07,1.2398659772707175e-05
col,0.0,1.4310535215881858e-05
gambl,1.3165008027891559e-05,1.771267695195654e-05
crimin,5.865490141782869e-05,7.351305400780863e-05
can,0.003607117726820495,0.0038605570232951797
tiger,1.2562902767987836e-05,1.5602697283418987e-05
pair,4.931945804311691e-05,2.628189559016034e-05
below,6.746793898744485e-06,2.58772683164962e-05
him,0.0033272642350423943,0.00443685394924515
un,3.6255932395842103e-06,2.183658906313586e-05
mortgag,1.345941567400752e-05,3.5476283091059077e-06
toto,5.1119646178704514e-05,3.433685820286076e-06
dine,1.0416239454753352e-05,1.166446604920633e-05
gun,0.00018623136011707895,0.00046450628133079536
thirti,0.00011595858907379598,0.00013267663861736263
warp,2.41472228124782e-05,3.227868872373713e-05
sid,4.604363753084887e-05,0.00012180430714112615
standard,2.372398006452105e-05,3.6351369636628887e-05
deliv,4.8838313937224045e-05,6.860089166659452e-05
couldv,1.7451945517339848e-05,6.996270964199623e-05
sandra,1.5589460900849624e-06,1.4253955466112878e-05
wide,1.68497715318064e-05,2.2405649717363704e-05
daydai,4.48883402536188e-05,0.0
nail,5.5088017459953397e-05,6.013773117153249e-05
novemb,6.110277086048121e-06,1.3700102126341791e-05
speck,3.916896833376691e-06,1.1635147562275949e-05
broken,5.67058657908186e-05,0.00010030134323903165
fulli,3.359308633390238e-05,2.382257876280888e-05
di,0.00018334778336644356,0.00031137776688041355
concept,2.0159025667402236e-05,1.778357447431856e-05
plenti,7.754260056905709e-05,6.040433810659681e-05
sara,1.4936028987844362e-05,6.976295915558229e-06
toilet,2.8283087458263515e-05,3.249786304577933e-05
smyth,1.7579376990601502e-05,9.930358396561182e-07
dirt,2.923969658818031e-05,2.30103020138118e-05
skull,1.356567388414498e-05,3.373672670902804e-05
match,4.386564726145049e-05,7.774859693461478e-05
win,0.00016473519626802226,0.00011935371467539412
abduct,4.875644064869174e-06,3.856118211536245e-05
chamber,1.3954049378905262e-05,2.2269333410259687e-05
putter,2.034877222460376e-05,6.805498843064979e-06
advanc,3.083418267569019e-05,3.999796006134979e-05
baxter,4.741711205725113e-05,1.4834090256827004e-06
group,7.303246197135047e-05,7.889852536619032e-05
onli,0.001230249062851894,0.0013846714419957925
commerci,4.123888567762303e-05,2.6618493675836903e-05
uniqu,1.4162583076156027e-05,2.3094524065295357e-05
bet,0.0002527139129363478,0.00019395562080338458
back,0.001974115909167054,0.0021477265971720414
aisl,1.648072012602268e-05,7.670754426684811e-06
darlin,2.0955569889977444e-06,1.6568061145645992e-05
creation,7.175919299825564e-06,1.0742034546137553e-05
target,2.7578020598446616e-05,8.058519013828755e-05
sip,1.0872434337284223e-05,7.000603573909284e-06
sam,4.436555194853835e-05,9.981607206670844e-05
worker,6.544680268937292e-05,2.295354136262996e-05
five,0.0003996080787292,0.00039696675690158607
ladder,3.2421021439196746e-06,1.1695268719064979e-05
capit,1.836905461041768e-05,2.211618693384347e-05
smaller,1.6765174375254887e-05,9.25313938176751e-06
merri,1.1087322434737417e-05,1.2037685844966665e-05
won,8.407623791885663e-05,5.3265677313409046e-05
howard,3.334026638743366e-05,8.12267312361519e-06
eleg,9.363503698625198e-06,8.649438428531415e-06
bee,1.898959480792105e-05,1.2325303424749783e-05
digit,1.2412326595029323e-05,1.667438502224135e-05
lowel,0.0,1.5546404289425315e-05
outstand,9.141868785990612e-06,8.711309456759071e-06
meant,0.00010627988042068107,0.00010514498845871899
precaut,4.0324134773022554e-06,1.7445760769980785e-05
degre,3.827350812260849e-05,5.624043463064534e-05
suspend,9.701611153204522e-06,1.1005872450336734e-05
week,0.00045042754558954966,0.00043838945909215776
evacu,1.7600180225842105e-06,2.3123805676796625e-05
wow,0.00016454683076681114,5.292344531461224e-05
loui,2.6807350005181955e-05,7.17067097115287e-05
iii,2.2040043528293233e-05,1.6881660882451053e-05
per,2.5377803533005648e-05,2.7206417529198312e-05
tenth,1.0482304327130655e-05,9.059364524983123e-06
open,0.00034310240798366516,0.00042285058683176965
possibl,0.00020396733535547816,0.00029728193671519666
old,0.0006881565333050864,0.0007342040303854594
primit,8.004297246736699e-06,6.300509412584852e-05
keyser,0.0,1.7799659492513924e-05
fianc,1.7567691378440602e-05,4.414912883071308e-06
point,0.00038450730998995035,0.00036271296186865813
bone,5.039983318404286e-05,7.63034005735696e-05
alreadi,0.0003123195863126161,0.0004223499800596916
straight,0.00011386644355657504,0.0001628805736388996
henri,6.186672793338922e-05,4.3322651895118164e-05
hack,1.4135558056993985e-05,3.644407475990864e-05
rank,1.0721000495130798e-05,1.2262179886397049e-05
scott,9.123851804732782e-05,5.005410096236456e-05
fold,6.1844100582533834e-06,9.498581575653588e-06
nothin,6.165071348995998e-05,8.93881332721694e-05
kendal,0.0,1.6232956844683967e-05
bar,0.00010553000208612274,0.00011294382023228524
ant,7.022187675689925e-05,3.237204091424895e-06
meredith,0.0,8.910177234152743e-06
musta,1.2419552105980452e-05,2.115549303588228e-05
dollar,0.0003337811328932354,0.0002666731766978992
retard,1.5920602725881954e-05,5.216115697602954e-06
volum,7.577218334336476e-06,6.343495686073023e-06
ocean,2.6920310226890976e-05,5.0276838298656116e-05
acquaint,1.3893005885118043e-05,9.207994115952091e-06
jon,0.0,5.571743391415696e-05
dozen,4.1164151147691525e-05,4.177078382682364e-05
treat,0.00010033703100372164,9.403886039925505e-05
fund,2.6068639194211278e-05,2.1521432039895548e-05
crush,1.834175949998045e-05,2.6610181666571754e-05
accomplish,2.5735930313039095e-05,1.6544685522615215e-05
cabl,1.617825072988872e-05,4.24315109720616e-05
stock,5.64676469558813e-05,3.0980736626907195e-05
pig,7.21559339904624e-05,4.078110598445611e-05
recent,3.3568559187975575e-05,4.08999453400675e-05
ed,9.805098688631651e-05,4.575839857710061e-05
escort,1.4779362427566022e-05,2.3155744024855697e-05
east,4.781797533815828e-05,4.0338675386973005e-05
vodka,1.252855761800261e-05,1.020096226449876e-05
natur,0.00016260917745550063,0.00011333553615891097
fella,7.702146584986778e-05,4.5016170733843876e-05
missil,1.7370193254547976e-05,3.435967616157426e-05
ancient,1.4292723743466887e-05,3.4209946949931646e-05
how,0.0033512422976131216,0.003687732155125284
rumor,2.20153381091861e-05,2.5809775614636058e-05
torn,1.091885315864647e-05,1.3286776746348101e-05
palei,0.0,8.243180416840929e-06
well,0.005067869733568531,0.003304312228520083
fear,8.036758939706316e-05,0.00012613304666840314
detroit,2.4058471354475185e-05,9.352665277728717e-06
civil,4.532516848312406e-05,4.87748184071152e-05
current,2.5623012897778947e-05,3.333625041172449e-05
advis,1.6166962640949623e-05,3.4533980183946625e-05
elect,4.723421895737805e-05,1.4652055036306328e-05
pill,5.528281797407218e-05,3.183982388905995e-05
artist,5.836718924270051e-05,2.3802076233918985e-05
bastaldi,2.506683444734511e-05,0.0
market,4.874023764964662e-05,3.926320761293673e-05
symptom,8.592055237293474e-06,2.1393384699691136e-05
therapi,2.722354736517231e-05,2.279466887718734e-05
toi,9.176489515810989e-05,4.182937821871224e-05
scumbag,5.931792826607519e-06,1.530846401999747e-05
satan,2.8997574513203006e-05,1.7204146091898734e-05
ouch,1.8095620425197747e-05,5.926890165685654e-06
jeff,6.165521274508495e-05,3.603455288423207e-05
cemeteri,8.735150789824814e-06,2.0722705144344302e-05
sorta,1.7610719456618795e-05,1.5686186288091986e-05
deni,3.4343622813346475e-05,4.019748755669597e-05
sister,0.00021838800496811085,0.00018463166660083292
givin,9.782796630366918e-06,1.4342823723747258e-05
boi,0.0008796017325097632,0.0005117760428365063
closest,1.1441127127310914e-05,1.3005531412303374e-05
mission,5.172538717502163e-05,0.00010380368768400931
stabil,9.325634579109774e-06,1.1126893060575527e-05
identif,2.9102165424593987e-06,1.2018908700263291e-05
set,0.0002481573130663586,0.00034841514265089915
rebel,1.32903238004e-05,1.144462705175232e-05
salli,6.593656750610073e-05,5.284077246516455e-06
joint,4.025114569553911e-05,4.092494944076414e-05
zoo,3.231250009474511e-05,3.075749952949283e-05
version,7.618644144050376e-06,2.5457987780958228e-05
camper,2.84213073736406e-05,3.5124169263236287e-06
directli,1.9033827976008656e-05,2.9659184195007806e-05
kid,0.0008801483660029992,0.0009240668742635498
jim,8.016134296136992e-05,9.930396732921729e-05
viru,8.070334932725564e-06,6.813220884938397e-05
desir,1.869941860846767e-05,3.0316549971826776e-05
tide,4.129289606336842e-06,2.2427481643651896e-05
cell,2.5533092100993062e-05,0.00012018548265455696
mulwrai,0.0,3.3714816481824895e-05
sod,8.079455277526316e-06,1.2801265008040508e-05
domini,0.0,2.426977197561772e-05
dealt,7.687974373864297e-06,1.539199191893547e-05
pane,1.622178423404737e-05,1.9730695733924052e-06
trade,4.086743580739232e-05,7.011997299107302e-05
spose,1.216906760531579e-05,1.1073099577480168e-05
eleanor,8.373887691651129e-06,1.4901029612797466e-05
someth,0.0018129706955055949,0.0020360117441136504
milk,5.147557662766994e-05,2.2144067114356146e-05
honestli,4.035212489562013e-05,2.3642795642537733e-05
sap,1.508910897762993e-05,3.888042132567511e-06
graham,6.4225388268172936e-06,3.253095823440886e-05
tune,2.993214201555377e-05,1.4616372041237973e-05
secretari,7.413500865529174e-05,4.320219099009873e-05
chao,4.809608284383458e-06,1.0696645478449367e-05
backup,6.798457540103008e-06,4.712272404538945e-05
freez,2.4996000211891115e-05,3.470750610869809e-05
obvious,9.102127724692039e-05,4.8990645452327426e-05
believ,0.0008094269179915745,0.0010268545042626744
delmar,3.955960272268872e-05,3.003138279501688e-06
sting,2.693691307343534e-05,1.0384472849811392e-05
happiest,1.0339379943929324e-05,5.4374046277789025e-06
broadcast,1.1021769275048873e-05,1.8970730593105063e-05
haunt,2.57224618525e-05,2.8584797643205503e-05
haven,1.2548447506369925e-05,8.090015355411392e-06
kong,1.0819188328145114e-05,8.929900230147257e-06
gonna,0.0015406237441120646,0.0012576805404383236
without,0.0003484000686198232,0.0004029809756323785
lip,5.825728066481918e-05,1.8216021269107165e-05
spill,1.362853574548797e-05,2.398790578950169e-05
psychiatrist,1.06168412518802e-05,4.990238669704557e-05
suddenli,5.5299800304906025e-05,4.004120248929999e-05
realli,0.0021381433359829198,0.0012589651520282632
byeby,2.0386884957942868e-05,4.31959819012616e-06
coffe,0.00015807481846768923,0.00012338079648377848
opinion,5.015841441255802e-05,4.255396798345992e-05
borrow,7.151088059755249e-05,3.076673950312281e-05
lechter,0.0,1.2903392301835865e-05
cuff,7.070632275922557e-06,1.246192015542258e-05
overload,7.17383746850376e-06,1.4939417220588607e-05
attract,8.805665857301326e-05,5.3236416212503986e-05
rid,5.070966612897649e-05,7.316127035505422e-05
bertrand,5.851203885199349e-07,5.675543989558228e-06
mordechai,4.622211265869549e-05,0.0
amanda,1.3673183108860901e-05,1.3906087934374262e-05
nicknam,1.1271153566496241e-05,1.0881270509647678e-05
gather,2.893759165974975e-05,2.1511625447741793e-05
mr,0.0013805394630552151,0.0014122384436152577
miss,0.0005110480012417564,0.0005647697376462531
fascin,3.2419452759029326e-05,2.23208142132211e-05
hound,1.2892052790049626e-05,5.9298500926046405e-06
lid,8.627286031721929e-06,8.131913733381012e-06
joi,3.584090067055098e-05,1.1723463801233333e-05
weak,3.825163836735953e-05,4.80736740686713e-05
though,0.00023588114380842265,0.0001954411189255076
alfr,3.935295272321804e-06,1.6878611466977214e-05
comfort,7.306119188103742e-05,6.410401590082508e-05
ich,1.6341658318796992e-06,2.4180194820977217e-05
gallon,6.3869020139256895e-06,1.0025706580084387e-05
narcot,2.7850052092705315e-06,1.168951684404391e-05
evelyn,9.895575407037594e-06,2.0826421958470464e-05
duck,2.3276436423651126e-05,1.941601836426559e-05
bucket,9.804474011421805e-06,4.588711955122785e-06
cabin,2.0031760821724447e-05,4.310945062200548e-05
settlement,1.6067734140607488e-05,7.702658107922785e-06
send,0.000218916863353596,0.0003160745677939099
milli,4.518507807981203e-06,1.018175577270422e-05
israel,4.1151278743142855e-06,3.28243088222481e-05
alcohol,2.003675776582969e-05,1.5629199786007357e-05
suspect,3.473153337467294e-05,0.00010669130860314475
robinson,5.592155820544433e-05,6.095281993112235e-06
doug,2.9386938514298245e-05,3.7337412934267934e-05
alan,4.0078874298039854e-05,3.662829904052551e-05
sleepi,9.17795952929624e-06,1.637584927958692e-05
adventur,2.5499584650359254e-05,1.7702315244627848e-05
ridicul,8.43607675658728e-05,6.21796363299941e-05
crabtre,1.2944558456131579e-05,1.088318102321097e-06
lawyer,9.425425169370057e-05,0.00010134965983534222
reward,3.013346214080759e-05,1.663758677100042e-05
cloth,0.0001328780899497549,0.00011856859899968355
riot,1.3060930623141352e-05,1.3242753630383123e-05
seek,3.6049041994118544e-05,1.8789802279945148e-05
other,0.0008813515582524225,0.0011248088774906916
pet,1.888726035681654e-05,2.731507448671074e-05
everyth,0.0007928049787883797,0.0007202873644342291
found,0.0003733925771758203,0.0005188321916031136
